city,area,rooms,bathroom,parking spaces
São Paulo,200,3,4,1
São Paulo,201,4,4,4
São Paulo,37,1,1,0
São Paulo,75,3,1,1
São Paulo,42,1,1,0
Campinas,148,3,2,0
São Paulo,200,2,2,0
São Paulo,216,3,3,3
São Paulo,300,3,2,0
São Paulo,73,1,1,0
Rio de Janeiro,77,3,1,0
Belo Horizonte,50,2,1,0
São Paulo,480,4,7,8
São Paulo,300,5,5,2
Rio de Janeiro,180,3,2,1
Porto Alegre,68,3,2,1
São Paulo,62,2,2,1
São Paulo,62,2,2,2
Campinas,212,4,1,2
São Paulo,340,3,4,4
Porto Alegre,280,5,4,8
São Paulo,250,4,3,4
São Paulo,64,2,1,0
São Paulo,25,1,1,0
São Paulo,37,1,1,0
Campinas,51,3,1,1
Rio de Janeiro,75,2,3,1
São Paulo,40,1,1,1
Rio de Janeiro,25,1,1,0
Porto Alegre,340,5,4,4
Rio de Janeiro,60,2,1,0
Campinas,90,1,1,1
São Paulo,120,3,3,2
São Paulo,200,1,2,0
São Paulo,168,4,4,3
São Paulo,212,4,5,4
São Paulo,40,1,1,1
São Paulo,78,1,2,1
São Paulo,340,3,4,3
Belo Horizonte,300,4,4,4
Belo Horizonte,181,3,3,3
São Paulo,68,2,2,0
São Paulo,600,6,7,4
São Paulo,138,3,3,2
Belo Horizonte,65,2,1,1
São Paulo,44,1,1,1
São Paulo,600,5,7,8
Belo Horizonte,53,1,1,0
Belo Horizonte,340,4,5,4
São Paulo,183,6,5,2
São Paulo,80,2,3,0
Campinas,50,1,1,1
São Paulo,293,4,3,3
Belo Horizonte,80,3,2,1
São Paulo,30,1,1,0
São Paulo,150,3,4,2
Campinas,70,3,2,2
São Paulo,85,2,1,1
Rio de Janeiro,500,5,5,1
Porto Alegre,49,2,1,1
São Paulo,325,4,5,7
Rio de Janeiro,35,1,1,0
São Paulo,270,4,3,3
São Paulo,540,4,7,5
São Paulo,150,3,5,3
Belo Horizonte,300,3,3,2
São Paulo,42,1,1,1
São Paulo,126,2,1,0
São Paulo,67,2,1,1
São Paulo,80,3,3,2
São Paulo,85,3,1,2
Porto Alegre,290,5,5,3
São Paulo,274,2,3,4
Campinas,46,2,1,1
Belo Horizonte,50,2,1,1
São Paulo,42,1,1,0
Campinas,55,1,1,1
Rio de Janeiro,55,1,2,1
Belo Horizonte,80,2,3,2
São Paulo,42,1,1,1
Campinas,70,2,1,1
Campinas,78,3,2,1
Belo Horizonte,55,2,1,1
São Paulo,63,2,1,1
São Paulo,57,2,2,1
Porto Alegre,78,2,1,0
São Paulo,140,2,2,2
Belo Horizonte,71,3,2,2
São Paulo,845,5,9,6
Belo Horizonte,70,2,1,1
Campinas,40,1,1,0
São Paulo,82,2,2,1
São Paulo,31,1,1,1
Porto Alegre,62,2,2,1
São Paulo,156,4,4,3
São Paulo,300,3,4,7
Rio de Janeiro,35,1,1,0
São Paulo,40,1,1,1
São Paulo,39,1,1,1
Belo Horizonte,100,3,3,2
Rio de Janeiro,60,2,1,0
São Paulo,43,2,1,0
Rio de Janeiro,120,2,2,0
Belo Horizonte,90,3,1,1
São Paulo,170,3,2,1
Belo Horizonte,154,4,2,3
São Paulo,108,3,3,2
São Paulo,20,1,1,0
Rio de Janeiro,200,4,3,2
Belo Horizonte,800,7,7,4
São Paulo,43,2,2,0
Campinas,125,2,1,0
Campinas,28,1,1,0
São Paulo,37,1,1,1
São Paulo,60,3,2,1
São Paulo,121,2,3,1
Belo Horizonte,600,5,5,2
São Paulo,161,3,3,2
Campinas,60,2,1,1
São Paulo,60,3,1,1
Rio de Janeiro,55,2,1,0
São Paulo,90,3,1,1
São Paulo,65,2,1,0
Porto Alegre,18,1,1,0
São Paulo,345,3,3,5
Porto Alegre,50,2,1,1
São Paulo,230,4,5,4
São Paulo,100,2,2,1
São Paulo,136,3,3,3
Porto Alegre,263,3,3,0
Belo Horizonte,65,2,2,2
Belo Horizonte,166,2,2,2
São Paulo,20,1,1,0
Campinas,308,4,3,4
São Paulo,400,4,3,5
Belo Horizonte,140,3,4,3
Campinas,47,1,1,0
São Paulo,178,3,3,3
Belo Horizonte,100,3,2,1
São Paulo,62,3,2,1
São Paulo,390,4,4,5
São Paulo,217,3,4,1
Belo Horizonte,280,4,4,3
São Paulo,30,1,1,1
São Paulo,39,1,1,1
Belo Horizonte,118,3,3,1
São Paulo,42,1,1,1
São Paulo,120,2,3,2
São Paulo,174,4,5,4
São Paulo,450,4,4,3
Belo Horizonte,50,2,1,1
São Paulo,50,2,2,2
Rio de Janeiro,80,2,1,0
Porto Alegre,134,3,2,2
Campinas,188,5,4,0
Rio de Janeiro,90,2,2,2
São Paulo,340,4,4,3
São Paulo,110,3,3,2
Rio de Janeiro,58,2,1,1
Rio de Janeiro,37,1,1,0
São Paulo,280,3,5,3
São Paulo,220,3,4,3
São Paulo,272,5,5,2
São Paulo,49,2,1,1
Campinas,54,1,1,1
Belo Horizonte,68,2,1,1
São Paulo,227,3,4,4
Belo Horizonte,350,5,4,4
Porto Alegre,116,3,2,1
São Paulo,130,2,2,1
São Paulo,94,2,2,1
São Paulo,330,5,4,4
Rio de Janeiro,230,4,4,0
Belo Horizonte,55,2,1,1
São Paulo,148,3,2,3
São Paulo,500,3,3,7
Campinas,184,4,3,4
Rio de Janeiro,250,4,4,0
Belo Horizonte,306,3,5,0
Belo Horizonte,20,1,1,0
Porto Alegre,60,1,1,0
São Paulo,130,3,2,2
São Paulo,450,4,5,7
Rio de Janeiro,113,3,1,0
Rio de Janeiro,66,2,1,1
Campinas,83,2,1,1
Belo Horizonte,83,3,3,2
São Paulo,50,1,1,1
São Paulo,52,2,1,1
São Paulo,250,3,3,3
São Paulo,121,2,2,1
Rio de Janeiro,85,2,3,1
São Paulo,152,4,3,3
São Paulo,32,1,1,1
São Paulo,311,4,5,6
São Paulo,97,3,2,2
São Paulo,250,4,5,4
Rio de Janeiro,32,1,1,0
São Paulo,360,4,9,8
São Paulo,24,1,1,0
São Paulo,55,1,1,1
Belo Horizonte,83,3,2,2
São Paulo,87,3,2,2
Campinas,64,2,1,1
São Paulo,25,1,1,0
São Paulo,30,1,1,1
Rio de Janeiro,500,2,5,5
Porto Alegre,75,2,2,2
São Paulo,205,3,3,4
Belo Horizonte,88,3,2,0
Porto Alegre,60,3,2,1
Belo Horizonte,70,2,1,1
Rio de Janeiro,100,2,3,0
Porto Alegre,37,1,1,0
São Paulo,45,1,1,0
São Paulo,330,3,3,5
São Paulo,35,1,1,0
Belo Horizonte,144,3,1,2
Belo Horizonte,70,3,2,1
São Paulo,68,2,2,1
São Paulo,101,3,2,2
São Paulo,33,1,1,1
São Paulo,200,4,2,2
São Paulo,80,2,1,0
São Paulo,74,2,1,0
Belo Horizonte,65,2,2,1
Campinas,111,3,3,3
São Paulo,380,3,6,8
São Paulo,60,2,1,0
São Paulo,300,3,3,5
Porto Alegre,72,2,2,2
Rio de Janeiro,75,2,2,1
São Paulo,70,2,1,2
Belo Horizonte,360,5,4,1
São Paulo,23,1,1,0
São Paulo,100,3,2,2
São Paulo,150,4,4,3
Rio de Janeiro,57,1,1,1
São Paulo,180,3,2,2
Belo Horizonte,360,3,3,4
São Paulo,120,3,3,2
Belo Horizonte,45,2,1,1
Rio de Janeiro,30,1,1,0
São Paulo,40,1,1,1
São Paulo,130,3,2,1
Campinas,68,2,1,1
São Paulo,70,2,1,1
Rio de Janeiro,77,2,2,1
São Paulo,220,4,4,1
Campinas,55,1,1,1
Porto Alegre,70,3,1,1
São Paulo,250,4,4,4
São Paulo,110,3,2,2
Campinas,151,2,2,1
Campinas,45,1,1,0
Belo Horizonte,40,1,1,1
Belo Horizonte,98,3,2,2
São Paulo,70,2,2,1
São Paulo,205,4,3,3
São Paulo,40,1,1,1
São Paulo,100,3,2,1
Belo Horizonte,55,2,1,1
São Paulo,288,3,3,3
Rio de Janeiro,70,1,1,0
São Paulo,70,2,1,1
São Paulo,100,2,2,2
Porto Alegre,72,2,1,0
Rio de Janeiro,20,1,1,0
Porto Alegre,360,4,4,4
São Paulo,150,3,3,2
São Paulo,130,3,4,0
São Paulo,22,1,1,0
Campinas,53,1,1,1
Rio de Janeiro,53,2,1,0
São Paulo,642,4,7,4
São Paulo,240,4,5,5
São Paulo,450,3,3,1
Campinas,57,2,1,1
Belo Horizonte,130,4,3,1
São Paulo,53,2,2,1
Porto Alegre,39,1,1,1
São Paulo,850,6,7,4
São Paulo,35,1,1,0
São Paulo,67,1,1,0
São Paulo,120,3,2,1
São Paulo,200,5,6,4
Belo Horizonte,69,3,1,2
Porto Alegre,60,2,1,1
Belo Horizonte,30,1,1,1
Rio de Janeiro,30,1,1,0
Campinas,650,4,6,4
Porto Alegre,80,2,1,1
São Paulo,35,1,1,1
Rio de Janeiro,135,3,2,1
São Paulo,60,2,1,0
Belo Horizonte,80,2,2,1
Campinas,80,2,2,1
Belo Horizonte,160,4,6,3
São Paulo,135,2,2,1
Campinas,340,4,5,0
São Paulo,35,1,1,1
Porto Alegre,38,1,1,0
Porto Alegre,81,3,2,1
Belo Horizonte,150,3,3,3
São Paulo,126,3,1,2
São Paulo,71,1,1,0
São Paulo,20,1,1,0
Campinas,55,1,1,1
Campinas,76,2,2,2
Rio de Janeiro,40,1,1,0
São Paulo,400,3,5,5
Belo Horizonte,70,3,1,2
São Paulo,38,1,1,1
Rio de Janeiro,80,2,1,0
Rio de Janeiro,64,1,1,0
Belo Horizonte,300,4,3,2
São Paulo,71,3,4,0
São Paulo,25,1,1,1
São Paulo,1000,4,7,4
São Paulo,196,3,5,3
Campinas,48,2,1,1
São Paulo,315,3,5,2
Belo Horizonte,184,3,1,2
Porto Alegre,450,5,4,4
São Paulo,102,3,2,2
Campinas,135,3,2,2
São Paulo,41,1,1,1
São Paulo,144,2,4,6
Rio de Janeiro,110,3,3,1
Porto Alegre,43,1,1,1
São Paulo,450,4,5,2
Belo Horizonte,70,2,1,2
São Paulo,220,4,4,4
São Paulo,52,1,2,1
São Paulo,198,2,2,2
São Paulo,30,2,1,0
Rio de Janeiro,217,3,3,2
São Paulo,290,4,4,0
Porto Alegre,70,2,1,0
Rio de Janeiro,45,1,1,0
São Paulo,40,1,1,1
Campinas,180,4,3,2
Rio de Janeiro,90,2,1,0
São Paulo,26,1,1,0
São Paulo,629,4,4,4
São Paulo,120,4,3,2
Porto Alegre,49,1,1,0
São Paulo,44,2,1,1
São Paulo,427,4,6,4
São Paulo,286,4,5,4
Porto Alegre,88,2,2,2
São Paulo,120,2,3,2
São Paulo,74,1,2,2
Porto Alegre,350,3,4,4
Porto Alegre,80,2,2,1
São Paulo,63,2,2,1
São Paulo,22,1,1,0
São Paulo,94,2,3,0
São Paulo,60,2,1,0
Rio de Janeiro,190,4,4,0
São Paulo,78,2,1,1
Belo Horizonte,300,5,4,4
São Paulo,211,4,4,4
Campinas,84,2,1,1
Porto Alegre,300,3,3,5
Belo Horizonte,497,5,5,4
São Paulo,71,3,2,1
Rio de Janeiro,138,2,1,0
Rio de Janeiro,120,3,2,1
Rio de Janeiro,110,2,2,1
São Paulo,30,1,1,1
São Paulo,386,4,6,3
Rio de Janeiro,70,2,1,0
Belo Horizonte,120,3,2,2
São Paulo,300,2,3,2
São Paulo,40,1,1,0
São Paulo,210,3,2,1
Rio de Janeiro,62,3,2,1
Rio de Janeiro,84,3,2,1
São Paulo,23,1,1,0
São Paulo,140,2,4,2
São Paulo,40,1,1,1
São Paulo,148,3,3,0
São Paulo,75,3,2,2
São Paulo,40,1,1,0
Rio de Janeiro,77,2,2,2
São Paulo,90,2,2,0
Rio de Janeiro,300,4,4,0
Rio de Janeiro,98,2,2,0
São Paulo,64,2,2,1
São Paulo,100,3,2,2
Belo Horizonte,80,2,1,0
São Paulo,110,3,2,1
São Paulo,40,1,1,0
Rio de Janeiro,80,2,1,0
São Paulo,17,1,1,0
São Paulo,137,2,2,1
São Paulo,230,4,3,4
Rio de Janeiro,90,3,3,1
São Paulo,347,4,7,6
Belo Horizonte,200,4,3,0
São Paulo,56,1,1,0
Campinas,650,5,4,8
Rio de Janeiro,30,1,1,0
Campinas,52,1,1,1
São Paulo,120,3,2,2
Rio de Janeiro,50,1,1,1
São Paulo,120,3,2,1
Belo Horizonte,80,2,2,2
São Paulo,58,2,2,1
Porto Alegre,89,3,1,0
São Paulo,250,3,4,3
São Paulo,242,5,3,2
São Paulo,55,2,1,1
Belo Horizonte,45,1,1,0
São Paulo,204,4,6,4
Rio de Janeiro,37,1,1,0
São Paulo,50,1,1,0
São Paulo,73,2,2,2
Porto Alegre,180,6,2,2
Rio de Janeiro,300,4,2,0
Porto Alegre,71,2,2,1
São Paulo,284,3,2,2
Campinas,37,1,1,1
São Paulo,35,1,1,0
São Paulo,190,2,2,4
São Paulo,67,2,1,1
Rio de Janeiro,98,2,2,0
São Paulo,260,4,5,2
São Paulo,139,3,2,2
Porto Alegre,76,2,2,1
Belo Horizonte,150,3,2,1
Rio de Janeiro,51,1,1,1
Belo Horizonte,120,3,2,2
Porto Alegre,42,1,1,0
Belo Horizonte,180,4,2,2
São Paulo,65,2,1,0
São Paulo,420,5,4,4
São Paulo,90,2,2,2
São Paulo,44,1,1,0
São Paulo,240,2,3,1
São Paulo,280,4,5,4
São Paulo,120,2,2,3
Belo Horizonte,140,4,3,4
São Paulo,65,2,2,1
Belo Horizonte,52,1,2,1
Porto Alegre,199,3,4,3
Porto Alegre,71,2,2,1
São Paulo,42,1,1,0
São Paulo,420,4,3,4
Porto Alegre,169,2,1,1
São Paulo,170,3,2,4
São Paulo,45,2,2,0
São Paulo,60,2,1,1
São Paulo,76,3,2,2
Porto Alegre,47,1,1,1
São Paulo,22,1,1,0
Rio de Janeiro,63,2,2,1
São Paulo,33,1,1,1
São Paulo,96,3,2,2
Belo Horizonte,573,4,3,6
Rio de Janeiro,84,3,1,0
Campinas,400,4,4,3
Belo Horizonte,150,3,3,2
São Paulo,120,3,1,0
São Paulo,78,2,1,1
São Paulo,20,1,1,0
Porto Alegre,117,2,1,1
São Paulo,40,1,1,0
Rio de Janeiro,50,2,1,0
Porto Alegre,80,3,1,1
São Paulo,65,2,1,1
Porto Alegre,90,2,2,0
São Paulo,76,2,1,1
Campinas,85,3,2,2
São Paulo,76,1,2,2
Rio de Janeiro,92,2,1,1
São Paulo,150,3,3,3
São Paulo,515,5,4,3
Porto Alegre,91,2,1,0
São Paulo,161,3,3,3
São Paulo,64,2,1,1
Porto Alegre,59,1,1,1
Belo Horizonte,150,4,4,4
São Paulo,90,3,4,2
Rio de Janeiro,30,1,1,0
São Paulo,127,2,3,1
São Paulo,48,1,1,1
São Paulo,90,2,2,1
São Paulo,20,1,1,0
São Paulo,82,2,1,1
São Paulo,66,2,2,2
São Paulo,81,3,1,1
São Paulo,170,3,3,3
Belo Horizonte,280,4,7,4
Belo Horizonte,70,2,1,1
Porto Alegre,69,2,2,2
Belo Horizonte,143,3,2,3
São Paulo,50,1,1,0
Campinas,102,3,2,0
São Paulo,60,2,1,0
Campinas,265,3,3,2
Rio de Janeiro,76,2,1,1
São Paulo,96,3,2,2
São Paulo,70,2,1,1
São Paulo,140,3,4,2
São Paulo,81,2,1,1
Porto Alegre,52,2,1,0
São Paulo,298,5,3,3
Porto Alegre,70,2,2,2
São Paulo,92,2,1,1
Rio de Janeiro,190,4,3,2
Porto Alegre,42,1,1,0
São Paulo,40,1,1,1
Rio de Janeiro,312,4,4,3
São Paulo,106,2,1,2
Campinas,110,3,3,2
São Paulo,384,5,5,3
Porto Alegre,69,2,1,0
São Paulo,82,2,2,0
Belo Horizonte,500,7,6,3
São Paulo,130,3,2,1
São Paulo,55,1,1,0
São Paulo,170,4,4,2
Campinas,183,4,2,0
São Paulo,336,3,5,3
São Paulo,45,1,1,1
São Paulo,40,1,1,0
Belo Horizonte,45,3,1,0
Rio de Janeiro,180,3,3,0
São Paulo,23,1,1,0
Porto Alegre,53,1,1,0
São Paulo,100,2,2,1
São Paulo,400,4,5,4
Rio de Janeiro,92,1,3,1
Belo Horizonte,420,6,4,0
Rio de Janeiro,78,3,1,1
São Paulo,70,2,1,1
Campinas,500,6,5,8
São Paulo,130,3,4,2
Rio de Janeiro,24,1,1,0
São Paulo,125,2,1,1
São Paulo,242,3,4,2
São Paulo,69,3,1,1
São Paulo,135,2,2,1
Belo Horizonte,43,2,1,1
São Paulo,565,4,5,6
Porto Alegre,62,2,1,1
Belo Horizonte,112,4,1,2
São Paulo,31,1,1,1
São Paulo,89,3,3,0
Porto Alegre,100,2,2,0
São Paulo,65,2,1,0
Campinas,60,3,2,0
Porto Alegre,75,3,2,1
Porto Alegre,41,1,1,1
São Paulo,100,2,1,0
São Paulo,288,3,2,2
São Paulo,400,5,6,0
São Paulo,240,3,2,1
São Paulo,80,1,1,1
Campinas,43,2,1,1
São Paulo,25,1,1,0
São Paulo,49,2,1,1
São Paulo,40,1,1,0
Porto Alegre,71,2,1,0
São Paulo,50,2,1,0
São Paulo,44,1,1,0
São Paulo,400,4,2,8
Porto Alegre,225,3,3,2
Rio de Janeiro,82,3,2,2
São Paulo,102,3,1,1
Porto Alegre,981,3,2,4
Rio de Janeiro,25,1,1,0
São Paulo,230,3,4,0
São Paulo,280,3,4,3
São Paulo,69,3,1,1
Rio de Janeiro,58,1,2,0
Campinas,58,1,1,0
Campinas,64,2,1,1
São Paulo,84,3,1,1
Rio de Janeiro,35,1,1,0
Rio de Janeiro,78,2,1,0
São Paulo,55,2,1,2
São Paulo,250,4,5,4
Rio de Janeiro,110,3,2,0
São Paulo,206,2,1,3
São Paulo,150,3,4,1
São Paulo,180,4,3,2
São Paulo,330,4,5,4
São Paulo,68,1,1,0
São Paulo,280,4,4,4
Campinas,85,3,2,1
São Paulo,55,2,1,0
São Paulo,90,3,2,1
Belo Horizonte,96,3,1,1
Belo Horizonte,250,4,1,8
Porto Alegre,80,2,2,1
Porto Alegre,41,1,2,1
São Paulo,75,2,1,3
São Paulo,800,7,7,8
Rio de Janeiro,45,1,1,0
São Paulo,74,2,2,2
Belo Horizonte,160,4,3,2
São Paulo,50,1,1,0
São Paulo,126,2,3,1
Rio de Janeiro,65,1,1,1
São Paulo,120,3,2,2
Belo Horizonte,150,4,2,2
Campinas,76,1,1,1
São Paulo,226,4,5,4
São Paulo,22,1,1,0
Campinas,154,3,3,1
São Paulo,56,2,2,2
Belo Horizonte,212,3,5,4
São Paulo,62,3,2,1
Rio de Janeiro,80,2,2,2
São Paulo,420,4,4,4
Porto Alegre,32,1,1,0
São Paulo,30,1,1,1
Campinas,70,2,2,0
São Paulo,200,3,3,2
São Paulo,25,1,1,0
São Paulo,42,1,1,1
São Paulo,135,3,3,2
Porto Alegre,47,1,1,0
Porto Alegre,35,1,1,0
São Paulo,75,3,2,0
São Paulo,300,2,2,0
São Paulo,45,1,1,1
Belo Horizonte,850,5,7,8
Porto Alegre,140,3,2,2
São Paulo,60,2,1,0
São Paulo,50,1,1,0
Campinas,150,4,5,2
São Paulo,160,3,2,1
São Paulo,334,3,3,8
São Paulo,330,4,3,0
Porto Alegre,38,1,1,0
Belo Horizonte,280,4,7,4
São Paulo,200,3,3,2
São Paulo,100,4,5,2
Rio de Janeiro,80,2,1,0
São Paulo,267,3,6,6
Rio de Janeiro,130,3,1,1
Belo Horizonte,70,2,3,1
São Paulo,213,3,5,5
São Paulo,35,1,1,0
Belo Horizonte,312,4,5,4
São Paulo,160,3,4,3
São Paulo,22,1,1,0
São Paulo,400,4,4,3
São Paulo,45,1,2,1
São Paulo,237,4,4,0
São Paulo,180,3,3,0
São Paulo,30,1,1,0
São Paulo,13,1,1,0
São Paulo,140,4,4,2
Belo Horizonte,62,2,1,1
Rio de Janeiro,76,2,1,0
São Paulo,220,3,4,4
Campinas,143,3,3,2
Campinas,44,2,1,0
São Paulo,90,3,2,1
Belo Horizonte,190,4,3,3
São Paulo,79,2,3,1
São Paulo,45,1,1,2
Campinas,73,3,2,2
São Paulo,168,3,4,5
São Paulo,95,3,2,3
Porto Alegre,180,2,2,1
Porto Alegre,65,2,2,0
Belo Horizonte,110,4,2,0
São Paulo,58,1,1,1
Belo Horizonte,15,1,1,0
São Paulo,213,4,3,5
São Paulo,162,4,4,3
São Paulo,49,1,1,0
São Paulo,32,1,1,0
Belo Horizonte,78,3,2,2
Porto Alegre,240,4,4,2
Campinas,150,3,2,1
Belo Horizonte,60,2,1,1
Belo Horizonte,160,3,2,3
São Paulo,74,2,2,2
São Paulo,280,4,4,8
Porto Alegre,42,1,1,0
Porto Alegre,102,3,2,5
São Paulo,123,3,2,2
Porto Alegre,50,2,1,1
São Paulo,125,3,2,2
Porto Alegre,240,3,2,4
São Paulo,85,3,2,3
Belo Horizonte,260,4,5,4
São Paulo,22,1,1,0
São Paulo,278,3,2,1
São Paulo,18,1,1,0
Rio de Janeiro,196,3,4,1
São Paulo,26,1,1,0
São Paulo,100,4,2,2
São Paulo,460,4,3,6
São Paulo,189,4,3,2
São Paulo,226,3,3,0
São Paulo,418,2,4,3
Campinas,660,5,5,4
Campinas,120,1,2,1
São Paulo,70,2,1,1
São Paulo,400,10,5,8
Campinas,82,3,3,2
São Paulo,210,3,4,4
São Paulo,92,3,2,2
Belo Horizonte,64,3,1,0
Porto Alegre,35,2,1,0
São Paulo,120,2,2,2
São Paulo,16,1,1,0
Porto Alegre,60,2,1,0
Campinas,223,3,5,2
São Paulo,50,1,1,0
Porto Alegre,30,1,1,0
São Paulo,111,2,2,1
São Paulo,290,4,3,2
Campinas,80,3,1,1
São Paulo,353,4,5,5
São Paulo,55,2,1,1
Campinas,49,2,1,1
Rio de Janeiro,50,2,1,0
São Paulo,182,4,4,2
São Paulo,42,1,1,1
São Paulo,500,5,7,5
São Paulo,56,1,1,0
Rio de Janeiro,170,3,2,1
São Paulo,160,3,3,2
São Paulo,70,1,1,2
Campinas,120,2,1,4
Rio de Janeiro,65,2,1,1
São Paulo,300,4,4,6
São Paulo,140,3,2,2
São Paulo,108,2,3,2
Porto Alegre,220,3,3,4
São Paulo,157,3,3,4
São Paulo,101,3,4,2
São Paulo,87,3,2,4
Campinas,123,3,2,2
São Paulo,67,1,2,1
São Paulo,200,3,3,8
São Paulo,48,2,1,1
Belo Horizonte,51,2,1,1
São Paulo,54,2,1,1
São Paulo,280,3,3,2
São Paulo,172,3,4,3
São Paulo,136,3,2,2
São Paulo,300,4,2,0
São Paulo,26,1,1,0
Rio de Janeiro,52,1,1,0
Rio de Janeiro,72,2,2,1
Rio de Janeiro,240,3,3,1
São Paulo,100,3,2,6
Rio de Janeiro,145,3,3,2
São Paulo,60,2,2,2
Porto Alegre,260,2,2,1
Belo Horizonte,28,1,1,0
Campinas,25,1,1,0
São Paulo,45,2,1,1
Belo Horizonte,115,3,2,2
Porto Alegre,48,2,1,0
São Paulo,150,3,3,8
São Paulo,160,4,3,2
São Paulo,700,4,4,4
São Paulo,340,4,6,4
Rio de Janeiro,25,1,1,0
São Paulo,79,3,2,2
São Paulo,35,1,1,1
São Paulo,270,3,4,0
São Paulo,156,3,4,3
São Paulo,50,1,1,1
São Paulo,60,1,1,2
São Paulo,140,3,4,3
São Paulo,53,1,1,0
São Paulo,200,4,4,4
Belo Horizonte,125,4,2,2
São Paulo,160,3,4,3
Campinas,300,4,5,3
Belo Horizonte,175,3,3,2
Rio de Janeiro,158,3,2,2
Rio de Janeiro,110,3,2,1
São Paulo,168,3,2,2
São Paulo,120,3,1,2
Belo Horizonte,230,4,3,4
São Paulo,255,3,4,2
São Paulo,23,1,1,1
São Paulo,120,3,2,1
São Paulo,45,1,1,2
Belo Horizonte,154,3,2,1
Rio de Janeiro,50,1,1,1
Rio de Janeiro,104,3,2,2
São Paulo,50,2,1,1
Porto Alegre,75,2,2,1
São Paulo,145,3,2,1
São Paulo,211,3,5,3
São Paulo,30,1,1,0
Campinas,170,4,3,1
São Paulo,86,2,2,1
Rio de Janeiro,230,3,4,3
São Paulo,61,1,2,2
São Paulo,383,4,4,5
São Paulo,210,3,3,0
São Paulo,60,2,2,1
São Paulo,213,4,6,4
Porto Alegre,93,2,2,3
São Paulo,50,1,1,1
São Paulo,149,2,3,3
São Paulo,410,4,5,5
São Paulo,40,1,1,1
Rio de Janeiro,46,1,1,0
São Paulo,378,4,4,8
São Paulo,60,2,2,2
Rio de Janeiro,180,2,3,1
Belo Horizonte,70,2,2,2
São Paulo,68,2,1,1
Rio de Janeiro,85,2,2,1
Belo Horizonte,140,4,2,2
Belo Horizonte,52,2,2,1
Porto Alegre,63,2,2,0
São Paulo,65,2,2,2
Belo Horizonte,60,3,1,1
Belo Horizonte,27,1,1,0
São Paulo,260,4,4,3
São Paulo,44,1,1,1
São Paulo,170,3,3,2
São Paulo,118,3,2,1
São Paulo,114,3,2,2
Belo Horizonte,154,4,2,2
Rio de Janeiro,108,3,1,1
São Paulo,147,3,2,2
São Paulo,365,3,4,3
Porto Alegre,109,3,2,1
Belo Horizonte,148,3,3,2
São Paulo,250,3,4,2
Campinas,79,2,1,1
Rio de Janeiro,66,2,1,1
Campinas,54,1,1,1
Campinas,87,3,1,1
São Paulo,640,4,4,4
São Paulo,71,2,1,0
São Paulo,35,1,1,1
São Paulo,57,2,2,1
São Paulo,38,1,1,0
Rio de Janeiro,70,2,2,1
São Paulo,350,2,4,8
Rio de Janeiro,300,4,3,2
Porto Alegre,80,2,2,0
Rio de Janeiro,160,3,3,1
Porto Alegre,117,3,2,2
Porto Alegre,112,3,2,2
Rio de Janeiro,100,2,2,1
Rio de Janeiro,160,4,2,1
Porto Alegre,68,2,1,0
São Paulo,530,4,4,4
São Paulo,210,3,2,2
Rio de Janeiro,33,1,1,0
São Paulo,40,2,1,0
Belo Horizonte,200,5,5,8
São Paulo,58,2,1,2
São Paulo,120,3,3,2
São Paulo,162,3,4,0
São Paulo,301,4,5,4
São Paulo,40,1,1,0
Rio de Janeiro,45,1,1,0
Rio de Janeiro,135,3,2,1
São Paulo,135,3,2,1
Porto Alegre,102,3,2,2
São Paulo,76,2,2,2
São Paulo,180,4,1,1
Belo Horizonte,72,2,2,1
São Paulo,128,2,3,1
Campinas,60,3,2,0
São Paulo,44,1,1,0
São Paulo,189,3,3,1
Porto Alegre,450,6,2,8
São Paulo,286,4,4,5
São Paulo,276,4,6,4
São Paulo,60,1,2,1
São Paulo,40,1,1,0
Rio de Janeiro,57,2,2,1
Campinas,45,1,1,1
São Paulo,42,1,1,1
Rio de Janeiro,68,2,1,1
Rio de Janeiro,120,3,2,1
São Paulo,360,4,4,2
São Paulo,140,2,1,0
São Paulo,35,1,1,0
São Paulo,16,1,1,0
Campinas,110,3,1,1
Campinas,69,2,1,1
Belo Horizonte,59,2,2,0
São Paulo,336,4,4,6
São Paulo,210,4,4,3
São Paulo,242,4,5,4
Porto Alegre,28,1,1,0
São Paulo,220,4,3,3
Porto Alegre,62,3,2,1
Rio de Janeiro,111,3,2,2
Campinas,159,3,2,2
Rio de Janeiro,70,2,2,0
São Paulo,150,3,2,2
São Paulo,50,1,1,1
São Paulo,450,3,3,8
Belo Horizonte,64,2,1,1
São Paulo,600,5,7,5
São Paulo,70,1,1,0
São Paulo,76,3,2,0
São Paulo,280,3,3,4
São Paulo,172,2,4,3
São Paulo,246,3,4,4
São Paulo,64,2,1,1
Belo Horizonte,30,1,1,0
São Paulo,80,3,2,1
Rio de Janeiro,87,3,1,1
Porto Alegre,50,1,1,1
Porto Alegre,50,1,1,0
São Paulo,30,1,1,0
São Paulo,43,1,1,0
São Paulo,300,3,4,0
Campinas,58,1,2,1
São Paulo,30,1,1,1
São Paulo,54,2,1,0
Rio de Janeiro,80,2,2,1
Porto Alegre,62,2,2,1
Porto Alegre,66,2,2,0
São Paulo,80,2,2,1
São Paulo,560,4,4,7
São Paulo,30,1,1,1
